input_set,s0_window_label,M2,s0,theta_deg,gA_star,width_A_keV,g1_2460_axial_only,Gamma2460_axial_only_keV,g2_2536_axial_only,Gamma2536_axial_only_keV,qcd_side,pert,heavy_local,twist2_chi_phi,twist4_2p,twist3_2p_f3g,twist4_3p_F2,twist3_3p_F3,F2_integral,F3_integral
project_inputs_printed_chi_sign_diagnostic,rounded_final,5.0,8.5,35.3,1.1428449975293222,41.60989663779266,0.4306967578114351,5.909696513638372,0.5537248587776207,16.49649791038537,0.10600127609730153,0.022880505849458575,-0.006773798208949616,0.05990350187579159,-0.0008323515568072016,0.015676620985520723,-0.0005298238332332555,0.01567662098552073,-0.1562500000000002,-4.453125000000227
project_inputs_printed_chi_sign_diagnostic,rounded_final,5.25,8.5,35.3,1.1364836648029626,41.14796571370537,0.42829940262632604,5.8440902085955235,0.5506427014656877,16.313362571447097,0.11082135570596154,0.023919231972261833,-0.006878863480894348,0.06241180522813044,-0.0007588701914424366,0.016333038719710265,-0.0005380252615144836,0.01633303871971029,-0.1562500000000002,-4.453125000000227
project_inputs_printed_chi_sign_diagnostic,rounded_final,5.5,8.5,35.3,1.1309729567783056,40.74988754353577,0.4262226169864568,5.787552669103774,0.5479726840711027,16.155542047172876,0.1154178380204201,0.02491061614078021,-0.006975806165083423,0.06480163713633698,-0.0006899233208611963,0.016958452725084082,-0.000545591220920655,0.016958452725084124,-0.1562500000000002,-4.453125000000227
project_inputs_printed_chi_sign_diagnostic,rounded_final,5.75,8.5,35.3,1.126167537856118,40.40433680919734,0.42441162918479847,5.738475402996119,0.5456443894031398,16.01854634596826,0.11980249764417539,0.02585703974171394,-0.007065524641686506,0.06707956153577603,-0.0006251483775828616,0.017554580769780358,-0.0005525921536059628,0.01755458076978041,-0.1562500000000002,-4.453125000000227
project_inputs_printed_chi_sign_diagnostic,rounded_final,6.0,8.5,35.3,1.121951877493746,40.102406324360246,0.4228228999572715,5.695593356228851,0.5436018412501922,15.898844159357372,0.12398688183642169,0.026760862252578857,-0.007148790845009814,0.06925193719442672,-0.0005642120611516513,0.01812308693006211,-0.0005590885645467183,0.01812308693006218,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,3.0,7.5,35.3,-0.2627098515888398,2.1987441241353527,-0.1518088907412702,0.7342033935699559,-0.21440738516603228,2.473336433776895,-0.014169186436476435,0.01273565489330044,-0.005755832240749436,-0.03471792883042043,-0.0020495078536902412,0.008034511564098947,-0.00045059553311452657,0.00803451156409881,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,3.25,7.5,35.3,-0.23927860248267283,1.8240204400046292,-0.13826896479644243,0.6090758730368404,-0.19528426198795726,2.051815015988415,-0.01476705058478965,0.014233742288556344,-0.006030783022489473,-0.038314596490328,-0.0019169845192237459,0.008866861559598297,-0.0004721519605012444,0.008866861559598172,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,3.5,7.5,35.3,-0.2209779067037951,1.5556779072591038,-0.1276937682090949,0.5194710863687242,-0.18034837623819383,1.7499602636840852,-0.0153073462426819,0.01567336008404436,-0.00627707281939704,-0.04174320538507334,-0.0017896182075981817,0.009660318967387721,-0.0004914478494330268,0.009660318967387607,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,3.75,7.5,35.3,-0.20633961050760063,1.3563981430444934,-0.11923491714413986,0.4529277002829404,-0.1684015124577521,1.5257932512809065,-0.01579816534656568,0.017051503991279686,-0.0064987902447236415,-0.04500343578643301,-0.0016682552126562362,0.010414809795146961,-0.0005088076843263006,0.010414809795146862,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,4.0,7.5,35.3,-0.19439574725928038,1.2039140788289902,-0.11233306470150406,0.4020103078572132,-0.158653676690021,1.3542660656230985,-0.016246120923901503,0.018367386976260402,-0.006699321668188211,-0.04809872938754903,-0.001553218065183336,0.011131130528273655,-0.0005244998357885616,0.01113113052827357,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,4.25,7.5,35.3,-0.18448526977645927,1.084289781620588,-0.10660621972677482,0.3620654302337799,-0.15056536348064767,1.2197023711018693,-0.016656675652657965,0.019621694179790195,-0.006881484203149624,-0.05103485078145148,-0.0014445180189549612,0.011810615223577152,-0.0005387472760463265,0.01181061522357708,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,4.5,7.5,35.3,-0.17614301911124366,0.9884457662387772,-0.10178558657536163,0.33006125085962523,-0.143756939126894,1.1118887821529841,-0.017034385823925302,0.020816062269320583,-0.007047633575387507,-0.05381891295029518,-0.0013419852937586328,0.01245490998551423,-0.0005517362448329677,0.012454909985514172,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,4.75,7.5,35.3,-0.16903314198624517,0.9102605100973323,-0.09767708987025137,0.30395367437718257,-0.1379543011443317,1.0239392838570607,-0.01738308501059166,0.021952717837335295,-0.0071997505798597145,-0.05645872257945343,-0.00124534942475266,0.013065821457108317,-0.0005636231780777338,0.013065821457108275,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,5.0,7.5,35.3,-0.16290766253661268,0.8454832308241474,-0.09413743486727676,0.282323281942454,-0.13295506710822308,0.9510722307294879,-0.017706024207715197,0.023034227822337407,-0.0073395100859047985,-0.05896234511342899,-0.001154288932436475,0.013645216164079977,-0.0005745402264422631,0.01364521616407995,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,5.25,7.5,35.3,-0.1575798656639359,0.7910855022318367,-0.09105872682323389,0.2641588231968609,-0.12860685180812004,0.8898809886175945,-0.018005980117167534,0.024063328584389213,-0.007468336116393234,-0.061337820469054116,-0.0010684619129270733,0.014194954724471236,-0.000584599652124774,0.014194954724471218,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,5.5,7.5,35.3,-0.15290670910787046,0.7448606926664433,-0.08835830767737372,0.24872346094733908,-0.1247929130783855,0.8378833485159088,-0.018285339802240185,0.025042810112607287,-0.007587445919678661,-0.06359298181976455,-0.0009875246565502862,0.01471684991124041,-0.000593897341334792,0.01471684991124041,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,5.75,7.5,35.3,-0.1487769093507113,0.7051687188170956,-0.08597187140052215,0.2354695395029141,-0.12142242825706398,0.7932344037057814,-0.018546167585858003,0.025975438827260368,-0.007697885369993082,-0.06573534468085682,-0.0009111427088360322,0.015212640984089748,-0.0006025156216119395,0.01521264098408976,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,6.0,7.5,35.3,-0.1451026906542102,0.6707688792966623,-0.08384869611309656,0.2239827645585599,-0.1184237602646741,0.7545385065943229,-0.018790258442798136,0.026863907355990785,-0.007800557534383895,-0.06777204371426321,-0.0008389971470938778,0.01568397906466539,-0.0006105255323787392,0.015683979064665413,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,3.0,8.0,35.3,-0.26378510784718573,2.216779623452172,-0.15243023576832146,0.7402257972947841,-0.21528494221743733,2.493624314059094,-0.014227180098683422,0.01318564196737447,-0.005755832240749436,-0.03566361643971146,-0.0020495078536902412,0.008253365000603956,-0.00045059553311452657,0.008253365000603814,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,3.25,8.0,35.3,-0.24042477854739064,1.8415368897777378,-0.1389312913743255,0.6149249560317848,-0.19621969935922362,2.0715190247171664,-0.014837786704739985,0.014782554264144855,-0.006030783022489473,-0.03946798463177678,-0.0019169845192237459,0.009133781582553267,-0.0004721519605012444,0.009133781582553136,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,3.5,8.0,35.3,-0.22218859585407147,1.5727710354745061,-0.1283933741653405,0.525178814068695,-0.18133646516363658,1.7691880839285168,-0.015391211812285562,0.016323990258427006,-0.00627707281939704,-0.043110587009128856,-0.0017896182075981817,0.009976761907422327,-0.0004914478494330268,0.00997676190742221,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,3.75,8.0,35.3,-0.2076091512784008,1.3731404466891182,-0.11996853095801245,0.4585182808407833,-0.16943763240294146,1.5446264338850404,-0.015895366339443235,0.017805542636012518,-0.0064987902447236415,-0.046588154891568916,-0.0016682552126562362,0.010781549528909723,-0.0005088076843263006,0.010781549528909619,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,4.0,8.0,35.3,-0.19571913343323302,1.220361623828534,-0.11309779349212631,0.4075024627751068,-0.15973374189277612,1.3727676783605758,-0.01635671949467362,0.019225309900566066,-0.006699321668188211,-0.049901787479736975,-0.001553218065183336,0.011548398826828742,-0.0005244998357885616,0.011548398826828652,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,4.25,8.0,35.3,-0.1858580666193474,1.1004867144159096,-0.10739950084916736,0.3674739008662717,-0.15168575458767206,1.2379220736849785,-0.016780621763784816,0.020583107997793428,-0.006881484203149624,-0.053055422356889134,-0.0014445180189549612,0.012278221046730936,-0.0005387472760463265,0.012278221046730863,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,4.5,8.0,35.3,-0.17756128852740757,1.004427395819628,-0.10260514437092189,0.33539782756458975,-0.14491444211028642,1.1298662931691823,-0.017171543393717785,0.0218799071327052,-0.007047633575387507,-0.05605477159347738,-0.0013419852937586328,0.012972338090516778,-0.0005517362448329677,0.012972338090516719,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,4.75,8.0,35.3,-0.17049337707302264,0.9260554673248905,-0.09852089784853804,0.30922791755558143,-0.13914605388900475,1.041706809760617,-0.017533253139460536,0.023117431976255546,-0.0071997505798597145,-0.05890658679853435,-0.00124534942475266,0.013632312432754206,-0.0005636231780777338,0.013632312432754163,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,5.0,8.0,35.3,-0.16440673102203499,0.8611150150493609,-0.09500368302105107,0.2875430384842564,-0.13417851324928076,0.9686562056107686,-0.017868954191968975,0.02429787940936255,-0.0073395100859047985,-0.061618155500016314,-0.001154288932436475,0.014259830571734184,-0.0005745402264422631,0.014259830571734156,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,5.25,8.0,35.3,-0.15911496131684105,0.8065736108273508,-0.09194579355042311,0.2693306036537061,-0.12985970107482459,0.90730334479769,-0.018181388959456493,0.025423720428878742,-0.007468336116393234,-0.06419695975543761,-0.0010684619129270733,0.01485662402427374,-0.000584599652124774,0.014856624024273722,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,5.5,8.0,35.3,-0.15447531010799498,0.7602214603334202,-0.08926473572491127,0.2538527197933948,-0.12607310731842444,0.8551624606711061,-0.018472920860447224,0.026497562167359948,-0.007587445919678661,-0.06665044830289346,-0.0009875246565502862,0.015424416596325012,-0.000593897341334792,0.015424416596325012,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,5.75,8.0,35.3,-0.15037674264179396,0.7204159509565566,-0.08689634726551682,0.2405608866298761,-0.1227281123437782,0.8103858013381062,-0.018745598911964603,0.027522052786929735,-0.007697885369993082,-0.06898588800678698,-0.0009111427088360322,0.015964890004166843,-0.0006025156216119395,0.015964890004166857,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,6.0,8.0,35.3,-0.1467317013962796,0.6859143366732185,-0.084790032390604,0.22904012711429128,-0.11975325716592132,0.7715754192229726,-0.019001209271563426,0.02849981691430359,-0.007800557534383895,-0.07121027051974582,-0.0008389971470938778,0.016479662273867646,-0.0006105255323787392,0.016479662273867674,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,3.0,8.5,35.3,-0.26476156173499316,2.233221714670291,-0.15299448709224991,0.745716131089071,-0.21608186294025689,2.512119791914321,-0.01427984488113939,0.01356297359477685,-0.005755832240749436,-0.0364641237184318,-0.0020495078536902412,0.008438620435034955,-0.00045059553311452657,0.008438620435034811,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,3.25,8.5,35.3,-0.241479064358932,1.8577229340944348,-0.139540518468804,0.6203297907896563,-0.19708014164071067,2.089726479003352,-0.01490285182860949,0.015248692105498745,-0.006030783022489473,-0.04045690414456814,-0.0019169845192237459,0.009362639856337248,-0.0004721519605012444,0.009362639856337117,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,3.5,8.5,35.3,-0.2233145264408729,1.5887513139473708,-0.1290440017394503,0.5305149396124456,-0.18225537943934622,1.7871640751022866,-0.01546920607693618,0.016882714121698693,-0.00627707281939704,-0.044295939919547105,-0.0017896182075981817,0.010251079298670298,-0.0004914478494330268,0.010251079298670177,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,3.75,8.5,35.3,-0.20880111022744569,1.3889530980437803,-0.12065731352467018,0.4637984324320908,-0.17041043490708943,1.5624138636640634,-0.015986627365462455,0.018459263828941697,-0.0064987902447236415,-0.04797505877056148,-0.0016682552126562362,0.011102510358931806,-0.0005088076843263006,0.011102510358931698,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,4.0,8.5,35.3,-0.1969720436680113,1.2360361013858958,-0.11382179722396107,0.41273647545021835,-0.16075628903237485,1.3903996783725319,-0.01646142822142294,0.01997531839330948,-0.006699321668188211,-0.05149298066127292,-0.001553218065183336,0.01191663680785035,-0.0005244998357885616,0.011916636807850257,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,4.25,8.5,35.3,-0.1871673468822102,1.1160461204861176,-0.10815607843151746,0.3726694889355164,-0.15275430742614443,1.2554246313946023,-0.01689883313482467,0.021429792202727088,-0.006881484203149624,-0.05485173021914848,-0.0014445180189549612,0.012693927189873853,-0.0005387472760463265,0.012693927189873777,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,4.5,8.5,35.3,-0.1789228062400751,1.0198900992769553,-0.10339190776192,0.34056112475206957,-0.14602562789515436,1.1472600714655707,-0.017303212636931103,0.0228229420862885,-0.007047633575387507,-0.05805550581423607,-0.0013419852937586328,0.013435353102497815,-0.0005517362448329677,0.013435353102497752,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,4.75,8.5,35.3,-0.1719034019881556,0.9414362498309837,-0.09933569149631832,0.31436385974538755,-0.14029682822519435,1.0590084363276824,-0.01767825773843322,0.024155936636498385,-0.0071997505798597145,-0.06110987909287473,-0.00124534942475266,0.01414220395031664,-0.0005636231780777338,0.014142203950316595,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,5.0,8.5,35.3,-0.16586189181674005,0.876425899345838,-0.09584455878097535,0.2926556403034658,-0.13536612467345047,0.9858792046619705,-0.018027111959725145,0.02543054602718007,-0.0073395100859047985,-0.06402123211300907,-0.001154288932436475,0.014815956685443714,-0.0005745402264422631,0.014815956685443684,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,5.25,8.5,35.3,-0.1606122060349398,0.8218244697405342,-0.09281098782634441,0.274423161830897,-0.13108165877081396,0.9244588221369195,-0.01835247273663216,0.0266489197410622,-0.007468336116393234,-0.06679636465873509,-0.0010684619129270733,0.015458184931242912,-0.000584599652124774,0.015458184931242893,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,5.5,8.5,35.3,-0.15601187068582922,0.7754204715110138,-0.0901526489701399,0.2589279650040602,-0.12732715216543025,0.8722596152195954,-0.01865667036664191,0.027813428202982843,-0.007587445919678661,-0.06944222313864747,-0.0009875246565502862,0.016070496243293222,-0.000593897341334792,0.016070496243293222,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,5.75,8.5,35.3,-0.15195010340238735,0.7355699411486674,-0.08780552577693154,0.24562109845854843,-0.12401219120325557,0.8274323124113235,-0.018941730236820883,0.02892655077454847,-0.007697885369993082,-0.07196571617696046,-0.0009111427088360322,0.01665448943301608,-0.0006025156216119395,0.016654489433016093,-0.1562500000000002,-4.453125000000227
colangelo_like_positive_chi,rounded_final,6.0,8.5,35.3,-0.14833957122759134,0.7010290456664914,-0.08571915223164371,0.23408722218727865,-0.12106550017521067,0.7885777434264305,-0.01920942243106109,0.029990797338537253,-0.007800557534383895,-0.0743735918883589,-0.0008389971470938778,0.017211726166308523,-0.0006105255323787392,0.01721172616630855,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,3.0,7.5,35.3,1.0246953175649345,33.451182679992016,0.5921280019249745,11.169999989078663,0.8362923670438702,37.628766334002826,0.05526667122436442,0.01273565489330044,-0.005755832240749436,0.03471792883042043,-0.0020495078536902412,0.008034511564098947,-0.00045059553311452657,0.00803451156409881,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,3.25,7.5,35.3,1.0023861497646422,32.01047275873387,0.5792364792179248,10.688918947530185,0.8180850165986457,36.00813194565493,0.06186214239586635,0.014233742288556344,-0.006030783022489473,0.038314596490328,-0.0019169845192237459,0.008866861559598297,-0.0004721519605012444,0.008866861559598172,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,3.5,7.5,35.3,0.984237680486576,30.861849476653774,0.5687492478747044,10.305371311231989,0.8032733686184008,34.71606172199019,0.06817906452746478,0.01567336008404436,-0.00627707281939704,0.04174320538507334,-0.0017896182075981817,0.009660318967387721,-0.0004914478494330268,0.009660318967387607,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,3.75,7.5,35.3,0.9692388453407629,29.928406693559822,0.5600820566288249,9.993676625375592,0.7910322554484874,33.66604502430817,0.07420870622630034,0.017051503991279686,-0.0064987902447236415,0.04500343578643301,-0.0016682552126562362,0.010414809795146961,-0.0005088076843263006,0.010414809795146862,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,4.0,7.5,35.3,0.9566714502965845,29.15731984589378,0.552819891583907,9.736195741593265,0.7807755319435463,32.798660241784376,0.07995133785119654,0.018367386976260402,-0.006699321668188211,0.04809872938754903,-0.001553218065183336,0.011131130528273655,-0.0005244998357885616,0.01113113052827357,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,4.25,7.5,35.3,0.9460138058797334,28.511293614043876,0.5466612904996613,9.52047502786723,0.7720774277132462,32.07195439235394,0.085413025910245,0.019621694179790195,-0.006881484203149624,0.05103485078145148,-0.0014445180189549612,0.011810615223577152,-0.0005387472760463265,0.01181061522357708,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,4.5,7.5,35.3,0.9368793006057965,27.96335403718359,0.5413828469821454,9.33750735446398,0.7646224145924008,31.455584845720225,0.09060344007666504,0.020816062269320583,-0.007047633575387507,0.05381891295029518,-0.0013419852937586328,0.01245490998551423,-0.0005517362448329677,0.012454909985514172,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,4.75,7.5,35.3,0.9289762463726001,27.493573571685417,0.5368160068375766,9.180638527293254,0.7581724349562471,30.927135387486775,0.09553436014831522,0.021952717837335295,-0.0071997505798597145,0.05645872257945343,-0.00124534942475266,0.013065821457108317,-0.0005636231780777338,0.013065821457108275,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,5.0,7.5,35.3,0.9220810065650971,27.086951264430226,0.5328315399428584,9.044859436579186,0.7525449705567268,30.46973165583784,0.10021866601914277,0.023034227822337407,-0.0073395100859047985,0.05896234511342899,-0.001154288932436475,0.013645216164079977,-0.0005745402264422631,0.01364521616407995,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,5.25,7.5,35.3,0.9160196214771874,26.73200457217737,0.5293289223554852,8.9263358379813,0.7475980463385323,30.07045709889374,0.10466966082094069,0.024063328584389213,-0.007468336116393234,0.061337820469054116,-0.0010684619129270733,0.014194954724471236,-0.000584599652124774,0.014194954724471218,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,5.5,7.5,35.3,0.9106549941562433,26.419811886086087,0.5262289315561016,8.822088632924604,0.7432197723251388,29.71927592397104,0.1089006238372889,0.025042810112607287,-0.007587445919678661,0.06359298181976455,-0.0009875246565502862,0.01471684991124041,-0.000593897341334792,0.01471684991124041,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,5.75,7.5,35.3,0.9058777918371567,26.143347719570073,0.5234683887727948,8.729771874904218,0.7393209179371141,29.40828525972232,0.11292452177585563,0.025975438827260368,-0.007697885369993082,0.06573534468085682,-0.0009111427088360322,0.015212640984089748,-0.0006025156216119395,0.01521264098408976,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,6.0,7.5,35.3,0.9015998785532345,25.89701228324191,0.520996363965229,8.647515685417053,0.735829552099002,29.131185981587645,0.11675382898572828,0.026863907355990785,-0.007800557534383895,0.06777204371426321,-0.0008389971470938778,0.01568397906466539,-0.0006105255323787392,0.015683979064665413,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,3.0,8.0,35.3,1.058687911193393,35.707371484674844,0.6117708813257494,11.923385277866686,0.8640350004883744,40.16672148342068,0.057100052780739485,0.01318564196737447,-0.005755832240749436,0.03566361643971146,-0.0020495078536902412,0.008253365000603956,-0.00045059553311452657,0.008253365000603814,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,3.25,8.0,35.3,1.038617932287026,34.36636568346558,0.6001732909934892,11.475597379658195,0.8476551362707724,38.65824286163409,0.06409818255881357,0.014782554264144855,-0.006030783022489473,0.03946798463177678,-0.0019169845192237459,0.009133781582553267,-0.0004721519605012444,0.009133781582553136,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,3.5,8.0,35.3,1.0225062223092687,33.30840930264812,0.5908630165409864,11.122325183717427,0.8345057641174551,37.468162563840664,0.07082996220597215,0.016323990258427006,-0.00627707281939704,0.043110587009128856,-0.0017896182075981817,0.009976761907422327,-0.0004914478494330268,0.00997676190742221,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,3.75,8.0,35.3,1.0093652914766045,32.457772154627044,0.5832694294678351,10.83828090866139,0.8237809564962745,36.51129276392616,0.0772809434436946,0.017805542636012518,-0.0064987902447236415,0.046588154891568916,-0.0016682552126562362,0.010781549528909723,-0.0005088076843263006,0.010781549528909619,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,4.0,8.0,35.3,0.9984976660275517,31.76260266439272,0.5769894892431557,10.606150305907851,0.8149114788523908,35.72930635224089,0.08344685546480032,0.019225309900566066,-0.006699321668188211,0.049901787479736975,-0.001553218065183336,0.011548398826828742,-0.0005244998357885616,0.011548398826828652,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,4.25,8.0,35.3,0.9893997231969276,31.186421389044437,0.5717321736122742,10.413752180528645,0.8074863057159181,35.08116811499176,0.08933022294999345,0.020583107997793428,-0.006881484203149624,0.053055422356889134,-0.0014445180189549612,0.012278221046730936,-0.0005387472760463265,0.012278221046730863,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,4.5,8.0,35.3,0.981700548808511,30.70294546936072,0.5672831469904696,10.252310175047118,0.801202720084949,34.53731283238686,0.09493799979323697,0.0218799071327052,-0.007047633575387507,0.05605477159347738,-0.0013419852937586328,0.012972338090516778,-0.0005517362448329677,0.012972338090516719,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,4.75,8.0,35.3,0.9751220811928429,30.292837529972306,0.5634817293219957,10.115367164023784,0.7958337853786772,34.07598816202786,0.10027992045760815,0.023117431976255546,-0.0071997505798597145,0.05890658679853435,-0.00124534942475266,0.013632312432754206,-0.0005636231780777338,0.013632312432754163,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,5.0,8.0,35.3,0.9694525210116554,29.941604012917274,0.5602055307443954,9.998083466786516,0.7912066441955883,33.680890503796505,0.10536735680806367,0.02429787940936255,-0.0073395100859047985,0.061618155500016314,-0.001154288932436475,0.014259830571734184,-0.0005745402264422631,0.014259830571734156,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,5.25,8.0,35.3,0.9645282092817832,29.63820116425111,0.5573599796664476,9.89677135926828,0.787187728287567,33.33959689373953,0.11021253055141873,0.025423720428878742,-0.007468336116393234,0.06419695975543761,-0.0010684619129270733,0.01485662402427374,-0.000584599652124774,0.014856624024273722,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,5.5,8.0,35.3,0.9602210336056861,29.37408880979433,0.5548710453624558,9.808579111340311,0.7836724803112253,33.042500609675365,0.11482797574533969,0.026497562167359948,-0.007587445919678661,0.06665044830289346,-0.0009875246565502862,0.015424416596325012,-0.000593897341334792,0.015424416596325012,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,5.75,8.0,35.3,0.956429518969936,29.142574601593374,0.5526800897222259,9.731272017961428,0.7805780826936505,32.78207352323317,0.11922617710160936,0.027522052786929735,-0.007697885369993082,0.06898588800678698,-0.0009111427088360322,0.015964890004166843,-0.0006025156216119395,0.015964890004166857,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,6.0,8.0,35.3,0.9530724216906618,28.93835096571012,0.5507401654636002,9.663077777045991,0.777838229410479,32.552345218914425,0.12341933176792821,0.02849981691430359,-0.007800557534383895,0.07121027051974582,-0.0008389971470938778,0.016479662273867646,-0.0006105255323787392,0.016479662273867674,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,3.0,8.5,35.3,1.0873957513659727,37.67014026638226,0.6283599256490577,12.578791918641425,0.88746454798323,42.37461256341885,0.058648402555724205,0.01356297359477685,-0.005755832240749436,0.0364641237184318,-0.0020495078536902412,0.008438620435034955,-0.00045059553311452657,0.008438620435034811,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,3.25,8.5,35.3,1.0696116546582823,36.448043988770635,0.6180832497737453,12.170710221256781,0.8729502781544631,40.99989359734151,0.06601095646052679,0.015248692105498745,-0.006030783022489473,0.04045690414456814,-0.0019169845192237459,0.009362639856337248,-0.0004721519605012444,0.009362639856337117,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,3.5,8.5,35.3,1.0556039645520672,35.499644092033044,0.6099887992458675,11.854021064477362,0.8615180757085871,39.93305185225499,0.07312267376215803,0.016882714121698693,-0.00627707281939704,0.044295939919547105,-0.0017896182075981817,0.010251079298670298,-0.0004914478494330268,0.010251079298670177,-0.1562500000000002,-4.453125000000227
colangelo_like_printed_chi_sign_diagnostic,rounded_final,3.75,8.5,35.3,1.0444019957837034,34.75020411012312,0.6035156561849625,11.60376848985745,0.8523757279138214,39.090017325481284,0.0799634901756605,0.018459263828941697,-0.0064987902447236415,0.04797505877056148,-0.0016682552126562362,0.011102510358931806,-0.0005088076843263006,0.011102510358931698,-0.1562500000000002,-4.453125000000227
